Date	Month	Collection	Owner	Brand	Pack Size	Pack Type	Queries	SizeOfReturnedData	ResponseTimes(ms)	Price
01/04/2011	Apr-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	721	54.89	102.45	55.93
01/04/2011	Apr-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	789	97.09	161.02	80.32
01/04/2011	Apr-11	br.wifi.events	Tyrell Corp	Kappa	12	Standard	2515	99.25	448.46	70.18
01/04/2011	Apr-11	uk.wifi.events	Tyrell Corp	Kappa	18	Standard	5896	98.34	884.11	59.02
01/04/2011	Apr-11	uk.wifi.events	Wayne Ent	Pi	12	Giftset	1031	61.64	197.75	75.5
01/04/2011	Apr-11	br.wifi.available.dates	Aperture	Delta	12	Standard	656	21	101.92	61.16
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Eta	12	Standard	663	4.89	78.68	46.71
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Omicron	8	Standard	31449	67.9	4956.1	62.03
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	472	13.72	115.36	96.2
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	3985	37.13	852.8	84.23
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	7593	44.11	1457.96	75.58
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	7784	41.23	1302.6	65.87
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	697	18.17	287.51	162.36
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	708	15.63	275.77	153.31
01/04/2011	Apr-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	383	13.04	68.92	70.83
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	664	14.71	94.84	56.22
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	881	21.84	198.89	88.86
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	735	18.26	166.4	89.11
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	546	11.81	88.18	63.57
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	2771	35.61	415.62	59.04
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	618	18.73	242.94	154.73
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	353	9.38	90.43	100.82
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1569	29.03	370.78	93.02
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	392	11.25	87.14	87.49
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	2318	25.45	541.25	91.91
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	67333	95.04	9841.36	57.53
01/04/2011	Apr-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	25716	41.16	3900.55	59.7
01/04/2011	Apr-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	2249	33.96	370.06	64.77
01/04/2011	Apr-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	3612	27.14	742.59	80.92
01/04/2011	Apr-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	541	6.76	102.7	74.72
01/04/2011	Apr-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	834	23.38	265.11	125.12
01/04/2011	Apr-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	272	6.95	84.35	122.06
01/04/2011	Apr-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1705	24.04	523.11	120.76
01/04/2011	Apr-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	4463	41	1212.36	106.92
01/04/2011	Apr-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	3343	31.98	805.94	94.89
01/04/2011	Apr-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	118	1.81	37.06	123.6
01/04/2011	Apr-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	644	13.77	93.94	57.42
01/04/2011	Apr-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	682	21.28	152.17	87.83
01/04/2011	Apr-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	4363	31.33	805.93	72.71
01/04/2011	Apr-11	uk.wifi.available.dates	Tyrell Corp	Kappa	18	Standard	4691	27.98	696.89	58.47
01/04/2011	Apr-11	uk.wifi.available.dates	Wayne Ent	Pi	12	Giftset	239	6.26	51.97	85.59
01/05/2011	May-11	br.collection.name.shops	Aperture	Delta	12	Standard	8416	95.8	984.56	46.05
01/05/2011	May-11	br.collection.name.shops	Aperture	Eta	12	Standard	635	15.4	71.15	44.1
01/05/2011	May-11	br.collection.name.shops	Aperture	Omicron	8	Standard	718	97.56	155.81	85.42
01/05/2011	May-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	785	93.66	164.02	82.24
01/05/2011	May-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	2777	99.74	590.63	83.72
01/05/2011	May-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	4457	99.13	814.22	71.91
01/05/2011	May-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	10965	99.94	1719.44	61.72
01/05/2011	May-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	820	95.14	333.38	160.02
01/05/2011	May-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	694	95.05	254.45	144.31
01/05/2011	May-11	uk.collection.name.shops	Aperture	Tau	12	Standard	1006	79.12	166.43	65.12
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	883	79.85	118.63	52.88
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	549	92.07	128.74	92.3
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	1124	96.64	232.84	81.54
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	671	70.7	103.57	60.76
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	2906	99.13	408.83	55.38
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	105	42.11	40.99	153.64
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	159	21.39	40.16	99.42
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	631	98.83	141.58	88.31
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	630	79.65	137.11	85.66
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	3184	98.87	685.95	84.8
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	5911	99.71	1066.43	71.01
01/05/2011	May-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	26189	99.94	3953.33	59.42
01/05/2011	May-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	2188	95.23	335.69	60.39
01/05/2011	May-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	574	59.38	127.39	87.35
01/05/2011	May-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	1346	93.04	260.76	76.25
01/05/2011	May-11	uk.collection.name.shops	Rekall	Beta	8	Standard	920	98.93	264.73	113.26
01/05/2011	May-11	uk.collection.name.shops	Rekall	Beta	12	Deluxe	96	20.08	29.83	122.29
01/05/2011	May-11	uk.collection.name.shops	Rekall	Beta	12	Giftset	2613	95.3	752.74	113.39
01/05/2011	May-11	uk.collection.name.shops	Rekall	Beta	12	Standard	3161	99.44	835.46	104.03
01/05/2011	May-11	uk.collection.name.shops	Rekall	Beta	18	Standard	4339	97.02	1030.41	93.47
01/05/2011	May-11	uk.collection.name.shops	Rekall	Beta	60	Standard	775	47.07	199.22	101.18
01/05/2011	May-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	478	80.16	72.96	60.08
01/05/2011	May-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	959	96.33	188.77	77.48
01/05/2011	May-11	uk.collection.name.shops	Tyrell Corp	Kappa	12	Standard	1762	98.28	320.14	71.51
01/05/2011	May-11	br.wifi.events	Tyrell Corp	Kappa	18	Standard	3219	93.47	500.08	61.15
01/05/2011	May-11	uk.wifi.events	Wayne Ent	Pi	12	Giftset	899	59.86	174.31	76.32
01/05/2011	May-11	br.wifi.available.dates	Aperture	Delta	12	Standard	4924	26.08	572.86	45.79
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Eta	12	Standard	743	5.17	83.16	44.06
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Omicron	8	Standard	2684	36.28	513.85	75.36
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	473	16.42	111.31	92.63
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	2315	37.15	535.09	90.98
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	6527	44	1263.54	76.2
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	6356	39.81	1058.84	65.57
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	440	17.11	190.64	170.54
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	582	18.74	229.75	155.38
01/05/2011	May-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	397	13.36	72.12	71.51
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	558	14.57	80.08	56.49
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	546	18.94	130.25	93.89
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	570	22.01	128.67	88.85
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	383	12.31	61.57	63.27
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	1996	35.52	303.79	59.91
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	546	19.64	219.23	158.04
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	257	10.86	65.71	100.63
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1452	32.77	344.29	93.33
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	277	11.29	64.45	91.59
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	1996	27.08	466.31	91.95
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	31980	79.39	4973.24	61.21
01/05/2011	May-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	13060	40.2	2068.88	62.35
01/05/2011	May-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	1434	31.84	250.64	68.8
01/05/2011	May-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	1623	37.44	346.58	84.05
01/05/2011	May-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	340	7.34	69.04	79.93
01/05/2011	May-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	944	26.37	299.31	124.8
01/05/2011	May-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	187	6.29	59.51	125.27
01/05/2011	May-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1364	23.97	438.29	126.48
01/05/2011	May-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	3483	42.45	984.16	111.22
01/05/2011	May-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	2254	32.58	574.43	100.31
01/05/2011	May-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	166	3.16	52.03	123.37
01/05/2011	May-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	572	17.56	87.31	60.08
01/05/2011	May-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	623	22.96	138.3	87.38
01/05/2011	May-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	3194	33.62	610.19	75.2
01/05/2011	May-11	uk.wifi.available.dates	Tyrell Corp	Kappa	18	Standard	1633	20.39	257.14	61.98
01/05/2011	May-11	uk.wifi.available.dates	Wayne Ent	Pi	12	Giftset	167	6.3	37.14	87.53
01/06/2011	Jun-11	br.collection.name.shops	Aperture	Delta	12	Standard	2358	96.17	312.16	52.11
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Eta	12	Standard	677	16.55	75.82	44.08
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Omicron	8	Standard	590	94.77	129.64	86.48
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	915	91.33	183.48	78.93
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	3837	99.64	804.27	82.5
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	8597	99.79	1500.01	68.68
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	15096	98.96	2328.38	60.71
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	1034	93.6	404.36	153.92
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	724	91.36	259.42	141.04
01/06/2011	Jun-11	uk.collection.name.shops	Aperture	Tau	12	Standard	977	94.42	165.76	66.78
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	1015	79.17	137.05	53.15
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	698	88.45	161.74	91.21
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	998	94.83	210.21	82.91
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	835	68.69	129	60.81
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	2866	98.49	403.82	55.46
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	156	36.98	62.09	156.68
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	161	21.07	40.71	99.53
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	738	98.85	164.9	87.95
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	686	89.27	152.67	87.6
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	3643	97.19	789.94	85.35
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	5586	98.33	1011.52	71.27
01/06/2011	Jun-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	26830	99.79	4080.42	59.86
01/06/2011	Jun-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	3630	98.04	539.16	58.46
01/06/2011	Jun-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	967	55.75	197.96	80.58
01/06/2011	Jun-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	1480	92.22	285.97	76.05
01/06/2011	Jun-11	uk.collection.name.shops	Rekall	Beta	8	Standard	947	99.06	276.59	114.96
01/06/2011	Jun-11	uk.collection.name.shops	Rekall	Beta	12	Deluxe	91	12.72	28.5	123.26
01/06/2011	Jun-11	uk.collection.name.shops	Rekall	Beta	12	Giftset	3212	96.68	928.43	113.77
01/06/2011	Jun-11	uk.collection.name.shops	Rekall	Beta	12	Standard	3340	98.87	889.58	104.83
01/06/2011	Jun-11	uk.collection.name.shops	Rekall	Beta	18	Standard	3850	98.32	953.4	97.47
01/06/2011	Jun-11	uk.collection.name.shops	Rekall	Beta	60	Standard	896	45.97	235.41	103.41
01/06/2011	Jun-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	922	90.79	141.95	60.6
01/06/2011	Jun-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	801	97.25	162.18	79.69
01/06/2011	Jun-11	uk.collection.name.shops	Tyrell Corp	Kappa	12	Standard	2368	98.41	412.27	68.53
01/06/2011	Jun-11	uk.collection.name.shops	Tyrell Corp	Kappa	18	Standard	2390	89.22	398.93	65.7
01/06/2011	Jun-11	uk.collection.name.shops	Wayne Ent	Pi	12	Giftset	949	62.92	178.52	74.04
01/06/2011	Jun-11	br.wifi.available.dates	Aperture	Delta	12	Standard	2903	33.6	368.32	49.94
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Eta	12	Standard	725	6.44	81.23	44.1
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Omicron	8	Standard	1364	38.62	314.01	90.61
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	829	23.02	177.27	84.17
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	2990	48.7	664.36	87.46
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	10175	57.43	1829.5	70.77
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	8119	51.79	1318.46	63.92
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	460	19.44	196.55	168.18
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	574	21.67	229.9	157.65
01/06/2011	Jun-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	369	18.63	67.15	71.63
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	535	17.26	76.75	56.47
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	541	23.54	131.82	95.91
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	718	26.16	163.73	89.75
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	487	16.16	78.76	63.65
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	1757	42.96	274.42	61.48
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	514	21.87	205.22	157.15
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	268	13.91	69.1	101.49
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1582	38.42	375.7	93.48
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	286	13.14	66.56	91.6
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	2179	35.26	515.03	93.03
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	30244	75.85	4717.19	61.39
01/06/2011	Jun-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	14432	52.47	2297.62	62.66
01/06/2011	Jun-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	2119	40.11	338.58	62.89
01/06/2011	Jun-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	662	18.04	153.59	91.32
01/06/2011	Jun-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	377	9.7	76.82	80.21
01/06/2011	Jun-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	1160	34.1	366.75	124.44
01/06/2011	Jun-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	118	4.31	38.55	128.6
01/06/2011	Jun-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1563	29.17	499.37	125.76
01/06/2011	Jun-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	3867	52.26	1096.54	111.61
01/06/2011	Jun-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	2155	38.57	574.19	104.88
01/06/2011	Jun-11	uk.wifi.available.dates	Rekall	Beta	60	Standard	161	3.72	51.66	126.29
01/06/2011	Jun-11	uk.wifi.available.dates	Stark Ind	Omega	12	Standard	1082	25.45	166.44	60.55
01/06/2011	Jun-11	uk.wifi.available.dates	Tyrell Corp	Kappa	8	Standard	743	27.62	158.66	84.05
01/06/2011	Jun-11	uk.wifi.available.dates	Tyrell Corp	Kappa	12	Standard	4183	42.34	769.23	72.38
01/06/2011	Jun-11	uk.wifi.events	Tyrell Corp	Kappa	18	Standard	916	22.15	166.69	71.63
01/06/2011	Jun-11	br.wifi.events	Wayne Ent	Pi	12	Giftset	146	7.06	30.62	82.57
01/07/2011	Jul-11	br.collection.name.shops	Aperture	Delta	12	Standard	1972	95.79	278.99	55.69
01/07/2011	Jul-11	br.collection.name.shops	Aperture	Eta	12	Standard	797	14.53	89.18	44.04
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Omicron	8	Standard	910	96.6	195.43	84.53
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Omicron	12	Deluxe	602	90.94	132.14	86.4
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Omicron	12	Giftset	2831	98.58	627.39	87.23
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Omicron	12	Standard	9075	99.93	1603.29	69.54
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Omicron	18	Standard	8864	99.17	1449.65	64.37
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Sigma	12	Giftset	806	95.01	337.02	164.58
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Sigma	12	Standard	713	93.55	264.26	145.88
01/07/2011	Jul-11	uk.collection.name.shops	Aperture	Tau	12	Standard	1358	96	229.9	66.63
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Epsilon	12	Standard	1013	78.47	136.09	52.88
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Iota	12	Giftset	990	90.31	223.89	89.01
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Iota	12	Standard	1008	92.94	215.54	84.16
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Lambda	8	Standard	828	71.07	126.57	60.17
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Lambda	12	Standard	3616	98.51	509.97	55.51
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Mu	12	Standard	211	42.38	87.14	162.56
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Theta	6	Standard	180	19.54	44.99	98.39
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Theta	8	Standard	964	98.48	217.54	88.82
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Theta	12	Deluxe	759	92.87	171.85	89.12
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Theta	12	Giftset	3697	99.47	811.64	86.41
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Theta	12	Standard	5035	99.64	943.53	73.76
01/07/2011	Jul-11	uk.collection.name.shops	Black Mesa	Theta	18	Standard	40243	99.39	6071.78	59.39
01/07/2011	Jul-11	uk.collection.name.shops	LexCorp	Gamma	12	Standard	2782	96.44	434.06	61.41
01/07/2011	Jul-11	uk.collection.name.shops	MomCorp	Alpha	12	Standard	741	59.71	161.1	85.57
01/07/2011	Jul-11	uk.collection.name.shops	MomCorp	Alpha	18	Standard	1686	91.6	328.76	76.75
01/07/2011	Jul-11	uk.collection.name.shops	Rekall	Beta	8	Standard	1096	99.56	319.23	114.64
01/07/2011	Jul-11	uk.collection.name.shops	Rekall	Beta	12	Deluxe	66	8.02	20.44	121.86
01/07/2011	Jul-11	uk.collection.name.shops	Rekall	Beta	12	Giftset	3812	96.11	1108.49	114.46
01/07/2011	Jul-11	uk.collection.name.shops	Rekall	Beta	12	Standard	3931	99.15	1050.41	105.18
01/07/2011	Jul-11	uk.collection.name.shops	Rekall	Beta	18	Standard	5750	97.62	1372.87	93.98
01/07/2011	Jul-11	uk.collection.name.shops	Rekall	Beta	60	Standard	920	44.5	242.24	103.64
01/07/2011	Jul-11	uk.collection.name.shops	Stark Ind	Omega	12	Standard	1045	90.3	161.53	60.84
01/07/2011	Jul-11	uk.collection.name.shops	Tyrell Corp	Kappa	8	Standard	1114	97.21	222.24	78.52
01/07/2011	Jul-11	uk.collection.name.shops	Tyrell Corp	Kappa	12	Standard	1946	97.84	359.51	72.72
01/07/2011	Jul-11	uk.collection.name.shops	Tyrell Corp	Kappa	18	Standard	3025	85.74	504.59	65.66
01/07/2011	Jul-11	br.wifi.events	Wayne Ent	Pi	12	Giftset	1168	59.14	222.36	74.93
01/07/2011	Jul-11	uk.wifi.events	Aperture	Delta	12	Standard	2308	30.36	295.32	50.36
01/07/2011	Jul-11	uk.wifi.events	Aperture	Eta	12	Standard	821	4.7	91.78	44
01/07/2011	Jul-11	br.wifi.available.dates	Aperture	Omicron	8	Standard	1786	33.36	405.24	89.31
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Omicron	12	Deluxe	614	17.55	144.68	92.75
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Omicron	12	Giftset	4871	44.03	1027.97	83.07
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Omicron	12	Standard	11293	49.34	2054.14	71.6
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Omicron	18	Standard	5583	41.86	975.99	68.81
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Sigma	12	Giftset	433	16.22	194.07	176.41
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Sigma	12	Standard	601	17.67	242.12	158.57
01/07/2011	Jul-11	uk.wifi.available.dates	Aperture	Tau	12	Standard	493	16.79	88.81	70.9
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Epsilon	12	Standard	725	16.92	104.05	56.49
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Iota	12	Giftset	955	23.2	213.81	88.12
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Iota	12	Standard	754	21.42	169.31	88.38
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Lambda	8	Standard	440	12.55	70.36	62.94
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Lambda	12	Standard	2303	36.27	349.42	59.72
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Mu	12	Standard	524	17.37	212.59	159.69
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Theta	6	Standard	283	10.3	73.9	102.78
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Theta	8	Standard	1698	33.08	399.9	92.7
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Theta	12	Deluxe	268	11.96	63.37	93.07
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Theta	12	Giftset	2033	28.31	495.49	95.93
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Theta	12	Standard	10031	54.86	1795.66	70.46
01/07/2011	Jul-11	uk.wifi.available.dates	Black Mesa	Theta	18	Standard	26657	44.01	4097.92	60.51
01/07/2011	Jul-11	uk.wifi.available.dates	LexCorp	Gamma	12	Standard	1723	34.75	288.67	65.94
01/07/2011	Jul-11	uk.wifi.available.dates	MomCorp	Alpha	12	Standard	583	14.97	141.26	95.37
01/07/2011	Jul-11	uk.wifi.available.dates	MomCorp	Alpha	18	Standard	487	7	97.24	78.6
01/07/2011	Jul-11	uk.wifi.available.dates	Rekall	Beta	8	Standard	1078	26.94	338.43	123.57
01/07/2011	Jul-11	uk.wifi.available.dates	Rekall	Beta	12	Deluxe	73	2.1	23.6	127.26
01/07/2011	Jul-11	uk.wifi.available.dates	Rekall	Beta	12	Giftset	1774	24.3	568.8	126.2
01/07/2011	Jul-11	uk.wifi.available.dates	Rekall	Beta	12	Standard	3974	43.59	1142.37	113.15
01/07/2011	Jul-11	uk.wifi.available.dates	Rekall	Beta	18	Standard	2136	31.93	575.11	105.98
